date,hour,min,max,median,stddev
7/24/2024,13:00,20.6,20.6,20.6,0
7/24/2024,14:00,20.1,20.1,20.1,0
7/24/2024,15:00,20.4,20.4,20.4,0
7/24/2024,16:00,18.3,18.3,18.3,0
7/24/2024,17:00,16.5,16.5,16.5,0
7/24/2024,18:00,16.3,16.3,16.3,0
7/24/2024,19:00,16.8,16.8,16.8,0
7/24/2024,20:00,19,19,19,0
7/24/2024,21:00,19.3,19.3,19.3,0
7/24/2024,22:00,29.6,29.6,29.6,0
7/24/2024,23:00,55.9,55.9,55.9,0
7/25/2024,0:00,70,70,70,0
7/25/2024,1:00,74.1,74.1,74.1,0
7/25/2024,2:00,61,61,61,0
7/25/2024,3:00,57,57,57,0
7/25/2024,4:00,51.3,51.3,51.3,0
7/25/2024,5:00,34.3,34.3,34.3,0
7/25/2024,6:00,31.4,31.4,31.4,0
7/25/2024,7:00,34.8,34.8,34.8,0
7/25/2024,8:00,33.5,33.5,33.5,0
7/25/2024,9:00,32.5,32.5,32.5,0
7/25/2024,10:00,32.1,32.1,32.1,0
7/25/2024,11:00,47.7,47.7,47.7,0
7/25/2024,12:00,52.5,52.5,52.5,0
7/25/2024,13:00,49.1,49.1,49.1,0
7/25/2024,14:00,50.9,50.9,50.9,0
7/25/2024,15:00,59.4,59.4,59.4,0
7/25/2024,16:00,46.9,46.9,46.9,0
7/25/2024,17:00,29.7,29.7,29.7,0
7/25/2024,18:00,30.2,30.2,30.2,0
7/25/2024,19:00,34.9,34.9,34.9,0
7/25/2024,20:00,39.6,39.6,39.6,0
7/25/2024,21:00,35.8,35.8,35.8,0
7/25/2024,22:00,44,44,44,0
7/26/2024,1:00,68.6,68.6,68.6,0
7/26/2024,2:00,78.3,78.3,78.3,0
7/26/2024,3:00,76.8,76.8,76.8,0
7/26/2024,4:00,64.7,64.7,64.7,0
7/26/2024,5:00,71.2,71.2,71.2,0
7/26/2024,6:00,71.1,71.1,71.1,0
7/26/2024,7:00,66.4,66.4,66.4,0
7/26/2024,8:00,46.9,46.9,46.9,0
7/26/2024,9:00,40.5,40.5,40.5,0
7/26/2024,10:00,35,35,35,0
7/26/2024,11:00,43.9,43.9,43.9,0
7/26/2024,12:00,36.8,36.8,36.8,0
7/26/2024,13:00,32.9,32.9,32.9,0
7/26/2024,14:00,30.3,30.3,30.3,0
7/26/2024,15:00,28.9,28.9,28.9,0
7/26/2024,16:00,27.8,27.8,27.8,0
7/26/2024,17:00,30.1,30.1,30.1,0
7/26/2024,18:00,30.1,30.1,30.1,0
7/26/2024,19:00,34.8,34.8,34.8,0
7/26/2024,20:00,32.6,32.6,32.6,0
7/26/2024,21:00,30.2,30.2,30.2,0
7/26/2024,22:00,33.3,33.3,33.3,0
7/26/2024,23:00,43.8,43.8,43.8,0
7/27/2024,0:00,57.6,57.6,57.6,0
7/27/2024,1:00,80,80,80,0
7/27/2024,2:00,114.9,114.9,114.9,0
7/27/2024,3:00,100.1,100.1,100.1,0
7/27/2024,5:00,172.3,172.3,172.3,0
7/27/2024,6:00,150.8,150.8,150.8,0
7/27/2024,7:00,139,139,139,0
7/27/2024,8:00,100.4,100.4,100.4,0
7/27/2024,9:00,102.9,102.9,102.9,0
7/27/2024,10:00,80.2,80.2,80.2,0
7/27/2024,11:00,70.8,70.8,70.8,0
7/27/2024,12:00,48.8,48.8,48.8,0
7/27/2024,13:00,41.6,41.6,41.6,0
7/27/2024,14:00,38,38,38,0
7/27/2024,15:00,37.5,37.5,37.5,0
7/27/2024,16:00,29.7,29.7,29.7,0
7/27/2024,17:00,22.8,22.8,22.8,0
7/27/2024,18:00,22.3,22.3,22.3,0
7/27/2024,19:00,19.4,19.4,19.4,0
7/27/2024,20:00,24.4,24.4,24.4,0
7/27/2024,21:00,24.5,24.5,24.5,0
7/27/2024,22:00,27.5,27.5,27.5,0
7/27/2024,23:00,32.7,32.7,32.7,0
7/28/2024,0:00,33.2,33.2,33.2,0
7/28/2024,1:00,34.3,34.3,34.3,0
7/28/2024,2:00,30.6,30.6,30.6,0
7/28/2024,3:00,31,31,31,0
7/28/2024,4:00,26.8,26.8,26.8,0
7/28/2024,5:00,26.4,26.4,26.4,0
7/28/2024,6:00,25.3,25.3,25.3,0
7/28/2024,7:00,22.3,22.3,22.3,0
7/28/2024,8:00,22.2,22.2,22.2,0
7/28/2024,9:00,20.4,20.4,20.4,0
7/28/2024,10:00,20.2,20.2,20.2,0
7/28/2024,11:00,20.6,20.6,20.6,0
7/28/2024,12:00,22.9,22.9,22.9,0
7/28/2024,13:00,27.3,27.3,27.3,0
7/28/2024,14:00,26.3,26.3,26.3,0
7/28/2024,15:00,27.6,27.6,27.6,0
7/28/2024,16:00,36.2,36.2,36.2,0
7/28/2024,17:00,34.9,34.9,34.9,0
7/28/2024,18:00,34,34,34,0
7/28/2024,19:00,27.9,27.9,27.9,0
7/28/2024,20:00,24.7,24.7,24.7,0
7/28/2024,21:00,24.7,24.7,24.7,0
7/28/2024,22:00,25.7,25.7,25.7,0
7/28/2024,23:00,32.9,32.9,32.9,0
7/29/2024,0:00,37.7,37.7,37.7,0
7/29/2024,1:00,27,27,27,0
7/29/2024,2:00,25.8,25.8,25.8,0
7/29/2024,3:00,24.1,24.1,24.1,0
7/29/2024,4:00,22.3,22.3,22.3,0
7/29/2024,5:00,21,21,21,0
7/29/2024,6:00,19.3,19.3,19.3,0
7/29/2024,7:00,18.2,18.2,18.2,0
7/29/2024,8:00,18.6,18.6,18.6,0
7/29/2024,9:00,16.9,16.9,16.9,0
7/29/2024,10:00,10.3,10.3,10.3,0
7/29/2024,11:00,5.1,5.1,5.1,0
7/29/2024,12:00,5.7,5.7,5.7,0
7/29/2024,13:00,5.4,5.4,5.4,0
7/29/2024,14:00,4.8,4.8,4.8,0
7/29/2024,15:00,5.8,5.8,5.8,0
7/29/2024,16:00,6.3,6.3,6.3,0
7/29/2024,17:00,5.5,5.5,5.5,0
7/29/2024,18:00,5.2,5.2,5.2,0
7/29/2024,19:00,5.8,5.8,5.8,0
7/29/2024,20:00,5.7,5.7,5.7,0
7/29/2024,21:00,5.4,5.4,5.4,0
7/29/2024,22:00,5.9,5.9,5.9,0
7/29/2024,23:00,5.3,5.3,5.3,0
7/30/2024,0:00,5.1,5.1,5.1,0
7/30/2024,1:00,5.8,5.8,5.8,0
7/30/2024,2:00,6,6,6,0
7/30/2024,3:00,6.2,6.2,6.2,0
7/30/2024,4:00,7.6,7.6,7.6,0
7/30/2024,5:00,9.7,9.7,9.7,0
7/30/2024,6:00,7.3,7.3,7.3,0
7/30/2024,7:00,6.2,6.2,6.2,0
7/30/2024,8:00,6,6,6,0
7/30/2024,9:00,5.9,5.9,5.9,0
7/30/2024,10:00,5.7,5.7,5.7,0
7/30/2024,11:00,6.4,6.4,6.4,0
7/30/2024,12:00,8.8,8.8,8.8,0
7/30/2024,13:00,10.1,10.1,10.1,0
7/30/2024,14:00,8.2,8.2,8.2,0
7/30/2024,15:00,9.7,9.7,9.7,0
7/30/2024,16:00,13.3,13.3,13.3,0
7/30/2024,17:00,18.7,18.7,18.7,0
7/30/2024,18:00,17.5,17.5,17.5,0
7/30/2024,19:00,20.3,20.3,20.3,0
7/30/2024,20:00,20.9,20.9,20.9,0
7/30/2024,21:00,21.7,21.7,21.7,0
7/30/2024,22:00,17.5,17.5,17.5,0
7/30/2024,23:00,15.5,15.5,15.5,0
7/31/2024,0:00,12.5,12.5,12.5,0
7/31/2024,1:00,11.5,11.5,11.5,0
7/31/2024,2:00,15,15,15,0
7/31/2024,3:00,15.6,15.6,15.6,0
7/31/2024,4:00,15.6,15.6,15.6,0
7/31/2024,5:00,17.2,17.2,17.2,0
7/31/2024,6:00,15.3,15.3,15.3,0
7/31/2024,7:00,15.6,15.6,15.6,0
7/31/2024,8:00,15.2,15.2,15.2,0
7/31/2024,9:00,18.4,18.4,18.4,0
7/31/2024,10:00,19.7,19.7,19.7,0
7/31/2024,11:00,16.7,16.7,16.7,0
7/31/2024,12:00,13.5,13.5,13.5,0
7/31/2024,13:00,11.6,11.6,11.6,0
7/31/2024,14:00,10.4,10.4,10.4,0
7/31/2024,15:00,10.9,10.9,10.9,0
7/31/2024,16:00,12.1,12.1,12.1,0
7/31/2024,17:00,12,12,12,0
7/31/2024,18:00,13.2,13.2,13.2,0
7/31/2024,19:00,13.4,13.4,13.4,0
7/31/2024,20:00,13.9,13.9,13.9,0
7/31/2024,21:00,15,15,15,0
7/31/2024,22:00,16.3,16.3,16.3,0
7/31/2024,23:00,17.1,17.1,17.1,0
8/1/2024,0:00,18.1,18.1,18.1,0
8/1/2024,1:00,17.6,17.6,17.6,0
8/1/2024,2:00,14.6,14.6,14.6,0
8/1/2024,3:00,13.6,13.6,13.6,0
8/1/2024,4:00,12.9,12.9,12.9,0
8/1/2024,5:00,12.5,12.5,12.5,0
8/1/2024,7:00,11.9,11.9,11.9,0
8/1/2024,8:00,12,12,12,0
8/1/2024,9:00,12,12,12,0
8/1/2024,10:00,12.4,12.4,12.4,0
8/1/2024,11:00,13.4,13.4,13.4,0
8/1/2024,12:00,14.7,14.7,14.7,0
8/1/2024,13:00,16.6,16.6,16.6,0
8/1/2024,14:00,17.9,17.9,17.9,0
8/1/2024,15:00,18.7,18.7,18.7,0
8/1/2024,16:00,19.5,19.5,19.5,0
8/1/2024,17:00,23.1,23.1,23.1,0
8/1/2024,18:00,25.2,25.2,25.2,0
8/1/2024,19:00,26.7,26.7,26.7,0
8/1/2024,20:00,19.2,19.2,19.2,0
8/1/2024,21:00,21.6,21.6,21.6,0
8/1/2024,22:00,40.9,40.9,40.9,0
8/1/2024,23:00,31.4,31.4,31.4,0
8/2/2024,0:00,34.4,34.4,34.4,0
8/2/2024,1:00,31.8,31.8,31.8,0
8/2/2024,2:00,23.3,23.3,23.3,0
8/2/2024,3:00,20.7,20.7,20.7,0
8/2/2024,4:00,26.8,26.8,26.8,0
8/2/2024,6:00,27.9,27.9,27.9,0
8/2/2024,7:00,25.7,25.7,25.7,0
8/2/2024,8:00,22.9,22.9,22.9,0
8/2/2024,9:00,19.8,19.8,19.8,0
8/2/2024,10:00,16.7,16.7,16.7,0
8/2/2024,11:00,20.3,20.3,20.3,0
8/2/2024,12:00,22.6,22.6,22.6,0
8/2/2024,13:00,23.2,23.2,23.2,0
8/2/2024,14:00,25.5,25.5,25.5,0
8/2/2024,15:00,28,28,28,0
8/2/2024,16:00,35.8,35.8,35.8,0
8/2/2024,17:00,43.4,43.4,43.4,0
8/2/2024,18:00,37.5,37.5,37.5,0
8/2/2024,19:00,28.5,28.5,28.5,0
8/2/2024,20:00,26.9,26.9,26.9,0
8/2/2024,21:00,34.9,34.9,34.9,0
8/2/2024,22:00,39.9,39.9,39.9,0
8/2/2024,23:00,62.4,62.4,62.4,0
8/3/2024,0:00,66.7,66.7,66.7,0
8/3/2024,1:00,79,79,79,0
8/3/2024,2:00,70.7,70.7,70.7,0
8/3/2024,3:00,84.7,84.7,84.7,0
8/3/2024,4:00,73.4,73.4,73.4,0
8/3/2024,5:00,42,42,42,0
8/3/2024,6:00,32.7,32.7,32.7,0
8/3/2024,7:00,27.7,27.7,27.7,0
8/3/2024,8:00,25.2,25.2,25.2,0
8/3/2024,9:00,20.7,20.7,20.7,0
8/3/2024,10:00,19.2,19.2,19.2,0
8/3/2024,11:00,19.6,19.6,19.6,0
8/3/2024,12:00,19.3,19.3,19.3,0
8/3/2024,13:00,20.5,20.5,20.5,0
8/3/2024,14:00,32.1,32.1,32.1,0
8/3/2024,15:00,61.1,61.1,61.1,0
8/3/2024,16:00,93,93,93,0
8/3/2024,17:00,107.8,107.8,107.8,0
8/3/2024,18:00,124.2,124.2,124.2,0
8/3/2024,19:00,125,125,125,0
8/3/2024,20:00,117.5,117.5,117.5,0
8/3/2024,21:00,123.1,123.1,123.1,0
8/3/2024,22:00,138.3,138.3,138.3,0
8/3/2024,23:00,160.9,160.9,160.9,0
8/4/2024,3:00,170.8,170.8,170.8,0
8/4/2024,4:00,156.1,156.1,156.1,0
8/4/2024,6:00,104.2,104.2,104.2,0
8/4/2024,7:00,105.6,105.6,105.6,0
8/4/2024,8:00,95.7,95.7,95.7,0
8/4/2024,9:00,88.3,88.3,88.3,0
8/4/2024,10:00,82.9,82.9,82.9,0
8/4/2024,11:00,67.8,67.8,67.8,0
8/4/2024,12:00,76.9,76.9,76.9,0
8/4/2024,13:00,77.1,77.1,77.1,0
8/4/2024,14:00,73.1,73.1,73.1,0
8/4/2024,15:00,58.8,58.8,58.8,0
8/4/2024,16:00,48.8,48.8,48.8,0
8/4/2024,17:00,36.5,36.5,36.5,0
8/4/2024,18:00,39.4,39.4,39.4,0
8/4/2024,19:00,45.3,45.3,45.3,0
8/4/2024,20:00,54.4,54.4,54.4,0
8/4/2024,21:00,53.3,53.3,53.3,0
8/4/2024,22:00,57.3,57.3,57.3,0
8/4/2024,23:00,65.2,65.2,65.2,0
8/5/2024,0:00,75,75,75,0
8/5/2024,1:00,71.5,71.5,71.5,0
8/5/2024,2:00,64.7,64.7,64.7,0
8/5/2024,3:00,48.6,48.6,48.6,0
8/5/2024,4:00,41.3,41.3,41.3,0
8/5/2024,5:00,54.5,54.5,54.5,0
8/5/2024,6:00,63.5,63.5,63.5,0
8/5/2024,7:00,64.8,64.8,64.8,0
8/5/2024,8:00,53.9,53.9,53.9,0
8/5/2024,9:00,42.9,42.9,42.9,0
8/5/2024,10:00,40.3,40.3,40.3,0
8/5/2024,11:00,39.7,39.7,39.7,0
8/5/2024,12:00,53.6,53.6,53.6,0
8/5/2024,13:00,65.3,65.3,65.3,0
8/5/2024,14:00,45.8,45.8,45.8,0
8/5/2024,15:00,33.7,33.7,33.7,0
8/5/2024,16:00,45.1,45.1,45.1,0
8/5/2024,17:00,61.7,61.7,61.7,0
8/5/2024,19:00,51.2,51.2,51.2,0
8/5/2024,20:00,53.5,53.5,53.5,0
8/5/2024,21:00,41.5,41.5,41.5,0
8/5/2024,22:00,29.4,29.4,29.4,0
8/5/2024,23:00,26.3,26.3,26.3,0
8/6/2024,0:00,25.6,25.6,25.6,0
8/6/2024,1:00,25.5,25.5,25.5,0
8/6/2024,2:00,23.8,23.8,23.8,0
8/6/2024,3:00,23.2,23.2,23.2,0
8/6/2024,4:00,22.5,22.5,22.5,0
8/6/2024,5:00,23,23,23,0
8/6/2024,6:00,23.9,23.9,23.9,0
8/6/2024,7:00,23.9,23.9,23.9,0
8/6/2024,8:00,42.6,42.6,42.6,0
8/6/2024,9:00,65.2,65.2,65.2,0
8/6/2024,10:00,41.5,41.5,41.5,0
8/6/2024,11:00,28.1,28.1,28.1,0
8/6/2024,12:00,24.3,24.3,24.3,0
8/6/2024,13:00,24.4,24.4,24.4,0
8/6/2024,14:00,25.1,25.1,25.1,0
8/6/2024,15:00,33.6,33.6,33.6,0
8/6/2024,16:00,42,42,42,0
8/6/2024,17:00,47.4,47.4,47.4,0
8/6/2024,18:00,53.3,53.3,53.3,0
8/6/2024,19:00,62.9,62.9,62.9,0
8/6/2024,20:00,74.1,74.1,74.1,0
8/6/2024,21:00,87,87,87,0
8/6/2024,22:00,89.2,89.2,89.2,0
8/6/2024,23:00,83.8,83.8,83.8,0
8/7/2024,0:00,99.6,99.6,99.6,0
8/7/2024,1:00,84.4,84.4,84.4,0
8/7/2024,2:00,77.1,77.1,77.1,0
8/7/2024,3:00,80.2,80.2,80.2,0
8/7/2024,4:00,90,90,90,0
8/7/2024,5:00,99.6,99.6,99.6,0
8/7/2024,6:00,121.6,121.6,121.6,0
8/7/2024,7:00,143.8,143.8,143.8,0
8/7/2024,8:00,121.8,121.8,121.8,0
8/7/2024,10:00,49.6,49.6,49.6,0
8/7/2024,11:00,49,49,49,0
8/7/2024,12:00,48.3,48.3,48.3,0
8/7/2024,13:00,40.2,40.2,40.2,0
8/7/2024,14:00,11.5,11.5,11.5,0
8/7/2024,15:00,10.5,10.5,10.5,0
8/7/2024,16:00,14.9,14.9,14.9,0
8/7/2024,17:00,13.5,13.5,13.5,0
8/7/2024,18:00,14.9,14.9,14.9,0
8/7/2024,19:00,9.1,9.1,9.1,0
8/7/2024,20:00,5.9,5.9,5.9,0
8/7/2024,21:00,5.5,5.5,5.5,0
8/7/2024,22:00,7,7,7,0
8/7/2024,23:00,3.9,3.9,3.9,0
8/8/2024,0:00,2.8,2.8,2.8,0
8/8/2024,1:00,3,3,3,0
8/8/2024,2:00,2.8,2.8,2.8,0
8/8/2024,3:00,2.6,2.6,2.6,0
8/8/2024,4:00,4.2,4.2,4.2,0
8/8/2024,5:00,4,4,4,0
8/8/2024,6:00,3.7,3.7,3.7,0
8/8/2024,7:00,5,5,5,0
8/8/2024,8:00,6.1,6.1,6.1,0
8/8/2024,9:00,5.7,5.7,5.7,0
8/8/2024,10:00,4.6,4.6,4.6,0
8/8/2024,11:00,4.4,4.4,4.4,0
8/8/2024,12:00,5.1,5.1,5.1,0
8/8/2024,13:00,5,5,5,0
8/8/2024,14:00,5,5,5,0
8/8/2024,15:00,4.5,4.5,4.5,0
8/8/2024,16:00,4.2,4.2,4.2,0
8/8/2024,17:00,3.7,3.7,3.7,0
8/8/2024,18:00,4,4,4,0
8/8/2024,19:00,4.6,4.6,4.6,0
8/8/2024,20:00,5.1,5.1,5.1,0
8/8/2024,21:00,5.2,5.2,5.2,0
8/8/2024,22:00,5.4,5.4,5.4,0
8/8/2024,23:00,7.2,7.2,7.2,0
8/9/2024,0:00,5.8,5.8,5.8,0
8/9/2024,1:00,6.3,6.3,6.3,0
8/9/2024,2:00,10.2,10.2,10.2,0
8/9/2024,3:00,9.4,9.4,9.4,0
8/9/2024,4:00,9.4,9.4,9.4,0
8/9/2024,5:00,12.7,12.7,12.7,0
8/9/2024,6:00,16.2,16.2,16.2,0
8/9/2024,7:00,19.1,19.1,19.1,0
8/9/2024,8:00,21.2,21.2,21.2,0
8/9/2024,9:00,19.9,19.9,19.9,0
8/9/2024,10:00,20.6,20.6,20.6,0
8/9/2024,11:00,24.3,24.3,24.3,0
8/9/2024,12:00,22,22,22,0
8/9/2024,13:00,12.1,12.1,12.1,0
8/9/2024,14:00,5.3,5.3,5.3,0
8/9/2024,16:00,4.1,4.1,4.1,0
8/9/2024,17:00,3.3,3.3,3.3,0
8/9/2024,18:00,2.8,2.8,2.8,0
8/9/2024,19:00,4,4,4,0
8/9/2024,20:00,9.2,9.2,9.2,0
8/9/2024,21:00,14.8,14.8,14.8,0
8/9/2024,22:00,11.7,11.7,11.7,0
8/9/2024,23:00,19.4,19.4,19.4,0
8/10/2024,0:00,30.4,30.4,30.4,0
8/10/2024,1:00,36.7,36.7,36.7,0
8/10/2024,2:00,44.9,44.9,44.9,0
8/10/2024,3:00,47.2,47.2,47.2,0
8/10/2024,4:00,40.6,40.6,40.6,0
8/10/2024,5:00,18.8,18.8,18.8,0
8/10/2024,6:00,30.2,30.2,30.2,0
8/10/2024,7:00,47.1,47.1,47.1,0
8/10/2024,8:00,58.4,58.4,58.4,0
8/10/2024,9:00,39.9,39.9,39.9,0
8/10/2024,10:00,36.7,36.7,36.7,0
8/10/2024,11:00,38.2,38.2,38.2,0
8/10/2024,12:00,22.1,22.1,22.1,0
8/10/2024,13:00,14.7,14.7,14.7,0
8/10/2024,14:00,12.1,12.1,12.1,0
8/10/2024,15:00,10.3,10.3,10.3,0
8/10/2024,16:00,10.6,10.6,10.6,0
8/10/2024,17:00,7.5,7.5,7.5,0
8/10/2024,18:00,7,7,7,0
8/10/2024,19:00,5.4,5.4,5.4,0
8/10/2024,20:00,5,5,5,0
8/10/2024,21:00,5.6,5.6,5.6,0
8/10/2024,22:00,9.8,9.8,9.8,0
8/10/2024,23:00,21.7,21.7,21.7,0
8/11/2024,0:00,25.9,25.9,25.9,0
8/11/2024,1:00,38.9,38.9,38.9,0
8/11/2024,2:00,44.1,44.1,44.1,0
8/11/2024,3:00,41.9,41.9,41.9,0
8/11/2024,4:00,34.6,34.6,34.6,0
8/11/2024,5:00,37.4,37.4,37.4,0
8/11/2024,6:00,30.6,30.6,30.6,0
8/11/2024,7:00,27.1,27.1,27.1,0
8/11/2024,8:00,21.8,21.8,21.8,0
8/11/2024,9:00,19.6,19.6,19.6,0
8/11/2024,10:00,18.7,18.7,18.7,0
8/11/2024,11:00,21.8,21.8,21.8,0
8/11/2024,12:00,21.3,21.3,21.3,0
8/11/2024,13:00,21.2,21.2,21.2,0
8/11/2024,14:00,13.2,13.2,13.2,0
8/11/2024,15:00,10.5,10.5,10.5,0
8/11/2024,16:00,8,8,8,0
8/11/2024,17:00,8.1,8.1,8.1,0
8/11/2024,18:00,7.2,7.2,7.2,0
8/11/2024,19:00,9.7,9.7,9.7,0
8/11/2024,20:00,12.6,12.6,12.6,0
8/11/2024,21:00,9.7,9.7,9.7,0
8/11/2024,22:00,12.8,12.8,12.8,0
8/11/2024,23:00,38.9,38.9,38.9,0
8/12/2024,0:00,30.5,30.5,30.5,0
8/12/2024,1:00,49.7,49.7,49.7,0
8/12/2024,2:00,55,55,55,0
8/12/2024,3:00,47.6,47.6,47.6,0
8/12/2024,4:00,30,30,30,0
8/12/2024,5:00,32.3,32.3,32.3,0
8/12/2024,6:00,54.8,54.8,54.8,0
8/12/2024,7:00,40.8,40.8,40.8,0
8/12/2024,8:00,18,18,18,0
8/12/2024,9:00,17.6,17.6,17.6,0
8/12/2024,10:00,29.7,29.7,29.7,0
8/12/2024,11:00,22.4,22.4,22.4,0
8/12/2024,12:00,20.3,20.3,20.3,0
8/12/2024,13:00,16.1,16.1,16.1,0
8/12/2024,14:00,13,13,13,0
8/12/2024,15:00,11.9,11.9,11.9,0
8/12/2024,16:00,7.9,7.9,7.9,0
8/12/2024,17:00,6.4,6.4,6.4,0
8/12/2024,18:00,4.6,4.6,4.6,0
8/12/2024,19:00,5.3,5.3,5.3,0
8/12/2024,21:00,7.6,7.6,7.6,0
8/12/2024,22:00,11.3,11.3,11.3,0
8/12/2024,23:00,15.6,15.6,15.6,0
8/13/2024,0:00,22.8,22.8,22.8,0
8/13/2024,1:00,43.6,43.6,43.6,0
8/13/2024,2:00,43.1,43.1,43.1,0
8/13/2024,3:00,40.7,40.7,40.7,0
8/13/2024,4:00,34.7,34.7,34.7,0
8/13/2024,5:00,30,30,30,0
8/13/2024,6:00,25.8,25.8,25.8,0
8/13/2024,7:00,24.7,24.7,24.7,0
8/13/2024,8:00,17.9,17.9,17.9,0
8/13/2024,9:00,13.7,13.7,13.7,0
8/13/2024,10:00,16.7,16.7,16.7,0
8/13/2024,11:00,18.5,18.5,18.5,0
8/13/2024,12:00,19.1,19.1,19.1,0
8/13/2024,14:00,11.1,11.1,11.1,0
8/13/2024,15:00,10.3,10.3,10.3,0
8/13/2024,16:00,9.5,9.5,9.5,0
8/13/2024,17:00,10.1,10.1,10.1,0
8/13/2024,18:00,10.1,10.1,10.1,0
8/13/2024,19:00,9.3,9.3,9.3,0
8/13/2024,20:00,10.3,10.3,10.3,0
8/13/2024,21:00,20.4,20.4,20.4,0
8/13/2024,22:00,24.3,24.3,24.3,0
8/13/2024,23:00,31.8,31.8,31.8,0
8/14/2024,0:00,65.8,65.8,65.8,0
8/14/2024,1:00,91.6,91.6,91.6,0
8/14/2024,2:00,80.9,80.9,80.9,0
8/14/2024,3:00,65.1,65.1,65.1,0
8/14/2024,4:00,55.6,55.6,55.6,0
8/14/2024,5:00,66,66,66,0
8/14/2024,7:00,87.8,87.8,87.8,0
8/14/2024,8:00,52.8,52.8,52.8,0
8/14/2024,9:00,40.2,40.2,40.2,0
8/14/2024,10:00,32,32,32,0
8/14/2024,11:00,24.2,24.2,24.2,0
8/14/2024,12:00,24.2,24.2,24.2,0
8/14/2024,13:00,22.7,22.7,22.7,0
8/14/2024,14:00,19.6,19.6,19.6,0
8/14/2024,15:00,18.9,18.9,18.9,0
8/14/2024,16:00,19.7,19.7,19.7,0
8/14/2024,17:00,20.4,20.4,20.4,0
8/14/2024,18:00,16.5,16.5,16.5,0
8/14/2024,19:00,15.6,15.6,15.6,0
8/14/2024,20:00,16.3,16.3,16.3,0
8/14/2024,21:00,20,20,20,0
8/14/2024,22:00,21.6,21.6,21.6,0
8/14/2024,23:00,40.4,40.4,40.4,0
8/15/2024,0:00,65.9,65.9,65.9,0
8/15/2024,1:00,77.7,77.7,77.7,0
8/15/2024,2:00,92.3,92.3,92.3,0
8/15/2024,3:00,72.7,72.7,72.7,0
8/15/2024,4:00,64.2,64.2,64.2,0
8/15/2024,5:00,58.2,58.2,58.2,0
8/15/2024,6:00,53.2,53.2,53.2,0
8/15/2024,7:00,35.4,35.4,35.4,0
8/15/2024,8:00,27.6,27.6,27.6,0
8/15/2024,9:00,24.3,24.3,24.3,0
8/15/2024,10:00,23.9,23.9,23.9,0
8/15/2024,11:00,23.5,23.5,23.5,0
8/15/2024,12:00,24.8,24.8,24.8,0
8/15/2024,13:00,26,26,26,0
8/15/2024,14:00,25.2,25.2,25.2,0
8/15/2024,15:00,23.6,23.6,23.6,0
8/15/2024,16:00,27.4,27.4,27.4,0
8/15/2024,17:00,29.9,29.9,29.9,0
8/15/2024,18:00,30.6,30.6,30.6,0
8/15/2024,19:00,33.7,33.7,33.7,0
8/15/2024,20:00,35.4,35.4,35.4,0
8/15/2024,21:00,37.7,37.7,37.7,0
8/15/2024,22:00,46.4,46.4,46.4,0
8/15/2024,23:00,62,62,62,0
8/16/2024,0:00,70.8,70.8,70.8,0
8/16/2024,1:00,64.1,64.1,64.1,0
8/16/2024,2:00,65.6,65.6,65.6,0
8/16/2024,3:00,59.5,59.5,59.5,0
8/16/2024,4:00,58,58,58,0
8/16/2024,5:00,53,53,53,0
8/16/2024,6:00,49.1,49.1,49.1,0
8/16/2024,7:00,47.6,47.6,47.6,0
8/16/2024,8:00,47.4,47.4,47.4,0
8/16/2024,9:00,45.2,45.2,45.2,0
8/16/2024,10:00,42.7,42.7,42.7,0
8/16/2024,11:00,43.9,43.9,43.9,0
8/16/2024,12:00,43.3,43.3,43.3,0
8/16/2024,14:00,43.9,43.9,43.9,0
8/16/2024,15:00,46.9,46.9,46.9,0
8/16/2024,16:00,56,56,56,0
8/16/2024,17:00,63.1,63.1,63.1,0
8/16/2024,18:00,68.7,68.7,68.7,0
8/16/2024,19:00,72.1,72.1,72.1,0
8/16/2024,20:00,68.9,68.9,68.9,0
8/16/2024,21:00,66,66,66,0
8/16/2024,22:00,61.9,61.9,61.9,0
8/16/2024,23:00,73.5,73.5,73.5,0
8/17/2024,0:00,82.7,82.7,82.7,0
8/17/2024,1:00,91.8,91.8,91.8,0
8/17/2024,2:00,103.3,103.3,103.3,0
8/17/2024,3:00,101.9,101.9,101.9,0
8/17/2024,4:00,86.9,86.9,86.9,0
8/17/2024,5:00,82.8,82.8,82.8,0
8/17/2024,6:00,79.3,79.3,79.3,0
8/17/2024,7:00,82.5,82.5,82.5,0
8/17/2024,8:00,96.2,96.2,96.2,0
8/17/2024,9:00,115.6,115.6,115.6,0
8/17/2024,10:00,121.9,121.9,121.9,0
8/17/2024,11:00,122.1,122.1,122.1,0
8/17/2024,12:00,119,119,119,0
8/17/2024,13:00,106.5,106.5,106.5,0
8/17/2024,14:00,101.4,101.4,101.4,0
8/17/2024,15:00,100.4,100.4,100.4,0
8/17/2024,16:00,99.6,99.6,99.6,0
8/17/2024,17:00,93.6,93.6,93.6,0
8/17/2024,18:00,85.7,85.7,85.7,0
8/17/2024,19:00,82.9,82.9,82.9,0
8/17/2024,20:00,82.9,82.9,82.9,0
8/17/2024,21:00,80.8,80.8,80.8,0
8/17/2024,22:00,81.8,81.8,81.8,0
8/17/2024,23:00,89.5,89.5,89.5,0
8/18/2024,0:00,103.6,103.6,103.6,0
8/18/2024,1:00,92.2,92.2,92.2,0
